afid,parent_afid
60023990,60004838
60013924,60004838
60101646,60098019
60032212,60002479
60029804,60002479
60009735,60017000
60020717,60029407
60080797,60015998
60104417,60015998
60010456,60031249
60023435,60025522
60017087,60009982
60020285,60009982
60030058,60009982
60097058,60009982
60016782,60009982
60003848,60009982
60030534,60009982
60008397,60009982
60005478,60009982
60023563,60009982
60100090,60009982
60026147,60009982
60010869,60009982
60030521,60009982
60079465,60009982
60020482,60009982
60009045,60009982
60001440,60009982
60007377,60009982
60019666,60009982
60021507,60009982
60022098,60009982
60027409,60009982
60000650,60009982
60031821,60009982
60077735,60009982
60003705,60009982
60010402,60009982
60006303,60009982
60007624,60009982
60007773,60009982
60029819,60009982
60030776,60009982
60077572,60009982
60017150,60009982
60002746,60009982
60008361,60009982
60014986,60009982
60070963,60009982
60012535,60009982
60016655,60009982
60104690,60009982
60102779,60009982
60027234,60009982
60005856,60009982
60027452,60009982
60032499,60009982
60107878,60009982
60028031,60009982
60077569,60009982
60097350,60009982
60020680,60009982
60002294,60009982
60006332,60009982
60006524,60009982
60003872,60009982
60082390,60009982
60013733,60009982
60003828,60009982
60029929,60009982
60008130,60009982
60010617,60009982
60015527,60009982
60027589,60009982
60002389,60009982
60023942,60009982
60028457,60009982
60018380,60009982
60028842,60009982
60008668,60009982
60028849,60009982
60008079,60009982
60008789,60009982
60100185,60009982
60009751,60009982
60022124,60032446
60002206,60011419
60017097,60011419
60022812,60026027
60076643,60027330
60026480,60027330
60008669,60027330
60014098,60027330
60075852,60075851
60075850,60075851
60018122,60026947
60023559,60015501
60021966,60030704
60073984,60030704
60074040,60030704
60010189,60030704
60020748,60030704
60017077,60030704
60001216,60030704
60008578,60030704
60018434,60030704
60102493,60030704
60017792,60030704
60108092,60108084
60010574,60020536
60021411,60006066
60000821,60006066
60000170,60031376
60001142,60031376
60028892,60031376
60010011,60031376
60024700,60031376
60020160,60031376
60029795,60031376
60107658,60029304
60027056,60006156
60017214,60006156
60003351,60032995
60009147,60032995
60031098,60032995
60099032,60032995
60088415,60032995
60008981,60014933
60009858,60014933
60001224,60009470
60019745,60012771
60032077,60012771
60008178,60012771
60021587,60012771
60025375,60012771
60075125,60075124
60011048,60017366
60009253,60017366
60027071,60017366
60021293,60017366
60007812,60017366
60004670,60012981
60000764,60012981
60031944,60024427
60086702,60024427
60099485,60024427
60077454,60103253
60077135,60005437
60032387,60005437
60008161,60005437
60014846,60000251
60098842,60000251
60031650,60114444
60023019,60002873
60002543,60024609
60010114,60024609
60011765,60024609
60018927,60024609
60013712,60024609
60031692,60024609
60004585,60024609
60021947,60024609
60008954,60024609
60024276,60024609
60102121,60024609
60008282,60024609
60028660,60024609
60027368,60024609
60032727,60024609
60024858,60021121
60018633,60021121
60005019,60021121
60008097,60021121
60005508,60021121
60022803,60021121
60032025,60021121
60002829,60021121
60009781,60021121
60004045,60021121
60022122,60021121
60018250,60021121
60004942,60021121
60020262,60021121
60014494,60021121
60001483,60001535
60011574,60010459
60020094,60010459
60018324,60022889
60002646,60022889
60030029,60010102
60031531,60010102
60074754,60033010
60024413,60009534
60013810,60019854
60116591,60004354
60001969,60004354
60003591,60010384
60012466,60010384
60093014,60010384
60007070,60001551
60027885,60001551
60077107,60001551
100575407,60010887
115777815,60010887
60002420,60010887
60002071,60017136
60075510,60017136
60021381,60017136
60009289,60027249
60009832,60021164
60010791,60021164
60026236,60008359
60006247,60008359
60014503,60008359
60032126,60032357
60112765,60023115
60002507,60005248
60014892,60005248
60032390,60005248
60030952,60005248
60006183,60005248
60097040,60005248
60030252,60005248
60003443,60005248
60006433,60005248
60001117,60005248
60006498,60005248
60077530,60005248
60025786,60005248
60020802,60005248
60001555,60005248
60021212,60005248
60024002,60005248
60015891,60005248
60022569,60010584
60082463,60010584
60004932,60010584
60027736,60010584
60026993,60010584
60011012,60010584
60098193,60010584
60018569,60010584
60098194,60010584
60016769,60001155
60022625,60001155
60015503,60017457
60072476,60017457
60009603,60017457
60015521,60017457
60028865,60017457
60022056,60017457
60032228,60017457
60023186,60017457
60024670,60017457
60022519,60014903
60018348,60000689
60011421,60000689
60001740,60000689
60032242,60000689
60019803,60000689
60008481,60000689
60010200,60019740
60007359,60029653
60010608,60026235
60032135,60021739
60020517,60021739
60010670,60021739
60015514,60021739
60113739,60113740
60020714,60023213
60022026,60023213
60004356,60023213
60009586,60000027
60112848,60001059
60020249,60001059
60112847,60001059
60007547,60011661
60019462,60011661
60029120,60011661
60030866,60011661
60014781,60011661
60017269,60011661
60021613,60011273
60078318,60011273
60077627,60001702
60093187,60001702
60093302,60001702
60092180,60001702
60015174,60016037
60016635,60017146
60024535,60017146
60098644,60026175
60025894,60022170
60032252,60022170
60021019,60015937
60030928,60015937
60008833,60015937
60018613,60015937
60016434,60015937
60027778,60015937
60015599,60015937
60074217,60015937
60111968,60012232
60027038,60015036
60009172,60003249
60024671,60021618
60079488,60021618
60008638,60015472
60013520,60012675
60014913,60002959
60024777,60002959
60004985,60002959
60022774,60002959
60073774,60002959
60074039,60002959
60028659,60113483
60010342,60113483
60030806,60113483
60016069,60113483
60008527,60028301
60086309,60028301
60007409,60028301
60001889,60014631
60031498,60014631
60004377,60006164
60006099,60006164
60013445,60018935
60073918,60007566
60019488,60007566
60005251,60007566
60027273,60007566
60033234,60007566
60026911,60007566
60005339,60007566
60009404,60007566
60013610,60007566
60017430,60007566
60004274,60007566
60026632,60007566
60019937,60029426
60011785,60029426
60028030,60029426
60005399,60029426
60004067,60029426
60019288,60029426
60031847,60029426
60001158,60029426
60000092,60016251
60022013,60033345
60081111,60010529
60019429,60019482
60100735,60003545
60016469,60003545
60017216,60003545
60029627,60003545
60072523,60005448
60100748,60024077
60019761,60006818
60030562,60024783
60006187,60024783
60019145,60031424
60031472,60016634
60028479,60016634
60023999,60016634
60018492,60016634
60022581,60016634
60026218,60016634
60018328,60016634
60023339,60016634
60002721,60031731
60031951,60012456
60022863,60000678
60025738,60000678
60016026,60000678
60018220,60000678
60023855,60000678
60021034,60000678
60010576,60029638
60019982,60015720
60011321,60015720
60016736,60111873
60023093,60005085
60026241,60005085
60004194,60005085
60005011,60005085
60097091,60022195
60003561,60022195
60113392,60022195
60113291,60022195
60024592,60022195
60100145,60022195
60006320,60022195
60015009,60022195
60103460,60022195
60113353,60022195
60002243,60022195
60014228,60022195
60022717,60022195
60018859,60026829
60032718,60012553
60075791,60012553
60033094,60012553
60028528,60023222
60003495,60023222
60024312,60023222
60016142,60023222
60030653,60023222
60008738,60023222
60013767,60023222
60005395,60023222
60027179,60023222
60027292,60023222
60003540,60023222
60005447,60023222
60011237,60023222
60016661,60023222
60019902,60023222
60011564,60023222
60022912,60021351
60026675,60009062
60001022,60017445
60010010,60017445
60084259,60016530
60006507,60016530
60009656,60009343
60010284,60026005
60013143,60026005
60012403,60026005
60032403,60007995
60012199,60007995
60008714,60007995
60031623,60007995
60014968,60007995
60075504,60007995
60026814,60007697
60032426,60025178
60016794,60025178
60000554,60025178
60011806,60010478
60016543,60010478
60029221,60005824
60025897,60032706
60022479,60032706
60083177,60011453
60097388,60073946
60074041,60031707
60014123,60031707
60097414,60031707
60097413,60031707
60103265,60031318
60074105,60074104
60118488,60021726
60121308,60021726
60017070,60021726
60026532,60021726
60032719,60021726
60019156,60015707
60073969,60073967
60073968,60073967
60093340,60008423
60012529,60008423
60033442,60000024
60020247,60020051
60091884,60020051
60004690,60020051
60015596,60020051
60013209,60020051
60091885,60020051
60028141,60020051
60000706,60016646
60028995,60016646
60000602,60007710
60003424,60007710
60014491,60007710
60006663,60001526
60004878,60001526
60008897,60001526
60008499,60001526
60029415,60001526
60000128,60001526
60028427,60001526
60005755,60001526
60030898,60001526
60024992,60001526
60011036,60001526
60001044,60001526
60073939,60024728
60031452,60109464
60022432,60109464
60002309,60012286
60077648,60012286
60007148,60022522
60019532,60022522
60018977,60022522
60028011,60022522
60017410,60022522
60004747,60022522
60022739,60022522
60016040,60022522
60031294,60022522
60015130,60022522
60009139,60017062
60002509,60031634
60026411,60031634
60028440,60012394
60004551,60015287
60019945,60015287
60011552,60011252
60005145,60024590
60099846,60024590
60000045,60020530
60014855,60033333
60019036,60010579
60113661,60113660
60018637,60002244
60103621,60004340
60017627,60015273
60022970,60015273
60030969,60015273
60017298,60015273
60015007,60010208
60001649,60021243
60077300,60031754
60021549,60031754
60021209,60090776
60026531,60090776
60019837,60028297
60022275,60003103
60015279,60003103
60017133,60023053
60029786,60023053
60016623,60023053
60000268,60023053
60015645,60023053
60018285,60023053
60032605,60023053
60008878,60023053
60003401,60023053
60002373,60023053
60007532,60023053
60015358,60023053
60000870,60006577
60028170,60006577
60022386,60006577
60097795,60006577
60076577,60006577
60033121,60006577
60074840,60006577
60023812,60006577
60013409,60006577
60027053,60006577
60104446,60006577
60087823,60006577
60018432,60006577
60016619,60006577
60007651,60006577
60005281,60006577
60013369,60006577
60017336,60006577
60005449,60006577
60027085,60006577
60017777,60006577
60023653,60006577
60008438,60006577
60028652,60006577
60026049,60006577
60003158,60006577
60013780,60006577
60024906,60006577
60017252,60006577
60016730,60006577
60013123,60006577
60020468,60006577
60030317,60006577
60001536,60006577
60011528,60006577
60033176,60006577
60078461,60006577
60078460,60006577
60078458,60006577
60078457,60006577
60078459,60006577
60072521,60006577
60032254,60006577
60021862,60006577
60019280,60006577
60013335,60006577
60006614,60006577
60016257,60006577
60076790,60006577
60091768,60006577
60100705,60006577
60021500,60006577
60033070,60006577
60023260,60027716
60008778,60027716
60019273,60027716
60017867,60027716
60010190,60027716
60001662,60027716
60098813,60027716
60021888,60027716
60011308,60027716
60023308,60027716
60021738,60027716
60027206,60027716
60004521,60027716
60012856,60027716
60028010,60027716
60003171,60027716
60000533,60027716
60000633,60027716
60006550,60027716
60031127,60027716
60010997,60027716
60020139,60027716
60006412,60027716
60020873,60027716
60022992,60027716
60098861,60027716
60003991,60027716
60005776,60027716
60025916,60027716
60101396,60027716
60083594,60027716
60007806,60027716
60003723,60027716
60005188,60027716
60028504,60027716
60025663,60027716
60007242,60027716
60006693,60027716
60022700,60027716
60019565,60027716
60029222,60027716
60009670,60027716
60028451,60027716
60100701,60027716
60008492,60015560
60021907,60024185
60003821,60024185
60019796,60024185
60098160,60009235
60103346,60013346
60004285,60013346
60015890,60009087
60010879,60003372
60022562,60020822
60082939,60020822
60017965,60020822
60008676,60020822
60082938,60020822
60020042,60001143
60031751,60022904
60024123,60022904
60015439,60014704
60020584,60014704
60020558,60028844
60002574,60028844
60022688,60028844
60013812,60002162
60074685,60002162
60029847,60002162
60074655,60002162
60016419,60002162
60032187,60004529
60011340,60004529
60006881,60017487
60097988,60001116
60101633,60001116
60007051,60001116
60000253,60001116
60097849,60087684
60097848,60087684
60028185,60029961
60004826,60018043
60099833,60028134
60000612,60001210
60017162,60021784
100764494,60021784
60108325,60021784
60003261,60021784
60113599,60021784
115336680,60021784
60108316,60021784
60022651,60021784
60007924,60021784
60108355,60021784
60024541,60021784
60032105,60021784
60015903,60021784
60002262,60021784
60108324,60021784
60108321,60021784
60108319,60021784
60108318,60021784
60108320,60021784
60113606,60021784
60100668,60021784
60029600,60021784
60103213,60021784
60108329,60021784
60091269,60091268
60019708,60027168
60075282,60075281
60030086,60006107
60103191,60006107
60103625,60004923
60026355,60032270
60016955,60032270
60029827,60032270
60013073,60032270
60023132,60032270
60017683,60032270
60076964,60032425
60101157,60025879
60020682,60025879
60020804,60025879
60033144,60025879
60013247,60025879
60019970,60025879
60028369,60025879
60018433,60025879
60099772,60025879
60025271,60001423
60017092,60009878
60116407,60028628
60096998,60025209
60005631,60025209
60001369,60025209
60014258,60025209
60074629,60025209
60079894,60025209
60024575,60025209
60087781,60025209
60074748,60025209
60076937,60008281
60024498,60008281
60119143,60007363
60006203,60007363
60030426,60007363
60107358,60007363
60013227,60007363
60002249,60007363
60001590,60007363
60084267,60019600
60003954,60024266
60008117,60024266
60003029,60024266
60026875,60024266
60007722,60024266
60013187,60015641
60001199,60015641
60022893,60018431
60090065,60003983
60016176,60003983
60076932,60003983
60007232,60003983
60000766,60003983
60088189,60003983
60013997,60003500
60090016,60003500
60116516,60003500
60086722,60003500
60013499,60003500
60016975,60003500
60080008,60003500
60030273,60003500
60018833,60003500
60013177,60003500
60032497,60003500
60002058,60003500
60015140,60003500
60013508,60011132
60013873,60011132
60023961,60011132
60002314,60011132
60016370,60011132
60026360,60011132
60009265,60006514
60025022,60006514
60022564,60006514
60032759,60006514
60000556,60006514
60012988,60006514
60033030,60007652
60024292,60025078
60082566,60027758
60006135,60005951
60018898,60016733
60017195,60016733
60032702,60016733
60007258,60016733
60005246,60016733
60014396,60013402
60029223,60013402
60016826,60013402
60014014,60013402
60001976,60013402
60091778,60013402
60028525,60013402
60031622,60013402
60022104,60005604
60014606,60005604
60093945,60005604
60103027,60103026
60074426,60074424
60074425,60074424
60074427,60074424
60013783,60031816
60002432,60031816
60074893,60023471
60021540,60027504
60026982,60032644
60000320,60024739
60018857,60020498
60019993,60020498
60023580,60020305
60006079,60093059
60006763,60022172
60005103,60022172
60020791,60032696
60019867,60017201
60001114,60017201
60013568,60017201
60024493,60017201
60000976,60017201
60001391,60006660
60103339,60001439
60004119,60001439
60073785,60001439
60031188,60001439
60073787,60001439
60101686,60001439
60030781,60001439
60027671,60001439
60027934,60001439
60073786,60001439
60026503,60001439
60111564,60001439
60013671,60001439
60111565,60001439
60076315,60001439
60073788,60001439
60030509,60001439
60019999,60001439
60102586,60014918
60021442,60014918
60009530,60014918
60113113,60014918
60006275,60006989
60030796,60006989
60020915,60006989
60030403,60006989
60013563,60006989
60027216,60006989
60111784,60011519
60091941,60091942
60027180,60007556
60025425,60007556
60009688,60027845
60001378,60022370
60013800,60008693
60002436,60017044
60021986,60111034
60009132,60111034
60004027,60030548
60006772,60021566
60015722,60021566
60004704,60021566
60026895,60021566
60101963,60021566
60003211,60021566
60015421,60021566
60030470,60021566
60019085,60021566
60027305,60021174
60075450,60003269
60021671,60003269
60018020,60003269
60075452,60003269
60021223,60003269
60075239,60003269
60005464,60025856
60016481,60025856
60000785,60009600
60033084,60028280
60002322,60023461
60028629,60009254
60116251,60009254
60032781,60009254
60077109,60009254
60103024,60009254
60077121,60009254
60013867,60009254
60014339,60009254
60015178,60009254
60022817,60009254
60015912,60009254
60012132,60111599
60102803,60013301
60026609,60002699
60103125,60111893
60002582,60002645
60011790,60003873
60012524,60020269
60013660,60002892
60020644,60002892
60097957,60025534
60116341,60025534
60008601,60025534
60016401,60032205
60116316,60005286
60029557,60008485
60003568,60033392
60090017,60033392
60030504,60033392
60013531,60033392
60018430,60001777
60116152,60001777
60013931,60032490
60004296,60032490
60013037,60032490
60003537,60003635
60027960,60003635
60019262,60000927
60023655,60028095
60003031,60028095
60072480,60022577
60017662,60016602
60026848,60016602
60007604,60016602
60009633,60016602
60025725,60002032
60009452,60002032
60009094,60002032
60026425,60002032
60020152,60002032
60018691,60002032
60020371,60015916
60018155,60015916
60024492,60015916
60002358,60009665
60019005,60009665
60002068,60009665
60021467,60009665
60024964,60009665
60009351,60009665
60001287,60028663
60012917,60028663
60018760,60004004
60030344,60004004
60030138,60073334
60023825,60073334
60018299,60073334
60018277,60073334
60023533,60073334
60014274,60073334
60020265,60073334
60032183,60028343
60014932,60028590
60027599,60028590
60026959,60028590
60012547,60028590
60009667,60028590
60000945,60028590
60006710,60028590
60017082,60028590
60097912,60014143
60098661,60014143
60009610,60014143
60010891,60014143
60015579,60012469
60023253,60032445
60085723,60018926
60096500,60018926
60025871,60014682
60015900,60014682
60007843,60014682
